human_gene_symbol	human_chromosome
SETD4	21
RPL12P4	20
ANKRD60	20
CATSPERB	14
LINC01440	20
CAPZA1P3	X
VDAC1P1	X
RPL6P29	X
WBP11P3	X
ATP5MKP1	X
HNRNPA1P27	X
LINC02600	4
CITED1	X
LDB2	4
FRG1BP	20
GID8	20
CSTP2	20
IGBP1-AS2	X
AP5M1	14
NOX1	X
FAM242A	20
BPIFA3	20
FABP5P1	13
RPL21P8	14
TMEM63C	14
BORA	13
PMEPA1	20
IFNGR2	21
NUDT10	X
USP37P1	X
RPS7P14	X
FOXN3P2	X
RPS6P26	X
MAGEE1	X
MORF4L1P6	X
ATG4AP1	X
TCEAL9	X
CPLX1	4
BUD31P2	X
PAICSP7	X
RPSAP8	X
PBDC1	X
SLC35F4	14
DNAJC28	21
ECM1P2	4
IDH3B	20
MTCO1P3	21
COL18A1-AS2	21
RNF4	4
COL18A1-AS1	21
MRPS22P1	X
DIAPH2-AS1	X
MIR6815	21
RNF19BPX	X
RTL3	X
LINC02284	14
SLC19A1	21
POMPP1	X
BRAFP1	X
NUDT19P2	X
LINC01148	14
TENT5D	X
BMP4	14
SERBP1P4	X
USP12PX	X
PDK1P2	X
TBX22	X
TTC6	14
TGIF2LX	X
COL18A1	21
ST13P18	X
ACTR3P2	X
KRT18P11	X
NBDY	X
KPNB1P1	X
DLGAP5P2	X
KIF4CP	X
OOEPP1	X
HMGB1P32	X
PHACTR3-AS1	20
SH3BGRL	X
LGMNP1	13
RPL39P39	20
OR7E156P	13
LINC00393	13
RPL31P3	20
EEF1A1P40	X
GTF3C6P1	X
VAPB	20
TRAPPC13P1	X
CSGALNACT2P1	X
HK2P1	X
TFE3	X
KLHL1	13
ALG1L7P	4
C4orf50	4
LINC02296	14
ATP5MC2P4	X
FTH1P13	14
RAE1	20
TRMT2B	X
PTBP1P	14
ATP5MGP3	4
ARL4AP2	4
FANCM	14
HMX1	4
SLIT2-IT1	4
KCNIP4-IT1	4
HSP90AB2P	4
CPEB2-DT	4
ADGRA3	4
NSA2P3	X
HNRNPA1P26	X
BRDTP1	X
LRRFIP2P1	X
NDUFA5P7	X
GTF3A	13
TEX13B	X
HNRNPDLP1	X
C3orf49P1	X
VDAC1P3	X
XRCC6P5	X
UQCRBP1	X
XKRX	X
NUDT19P6	X
MAGEE2	X
TERF1P4	X
USP11	X
LINC02472	4
ENPP7P11	4
GPR78	4
PSEN1	14
TSHZ2	20
SERBP1P1	X
CCNB1IP1P3	X
MKRN4P	X
NT5DC1P1	X
FAM3B	21
MFAP1P1	13
SLC6A14	X
LINC01056	20
LINC00437	13
RFPL4AP3	4
CNMD	13
DEFB122	20
OR7E84P	4
SPO11	20
XK	X
TLR10	4
MED14OS	X
SERPINA7P1	X
RPSAP59	X
RPL34P36	X
RANBP1P1	X
EZHIP	X
NLRP2B	X
AP2B1P1	X
ARHGAP6	X
OR7E86P	4
COX6B1P5	4
C4orf19	4
ADAMTS1	21
EXOC1	4
B3GLCT	13
LINC01429	20
VSTM2L	20
DEFB121	20
RARRES2P11	20
LINC01742	20
EIF2S2	20
RPL32P28	13
LINC01442	13
MIS18A	21
NAP1L4P3	13
HNF4GP1	13
MYCLP2	X
TATDN2P1	X
MIS18A-AS1	21
MRAP-AS1	21
RPL18AP15	X
MRAP	21
SOX18	20
NXF3	X
RPL12P34	13
PCDH9-AS4	13
LINC01668	21
ACSS1	20
WDR4	21
TPTE2P2	13
TBC1D19	4
MOCOS	18
DGAT2L6	X
LINC01899	18
RPL21P11	14
ATG4A	X
RIOX1	14
LINC02864	18
OR7E159P	14
LINC02302	14
RPA2P1	14
HMGN2P39	13
EIF3LP1	14
LINC00364	13
EIF4BP1	14
PLA2G12AP2	13
DOK5	20
POLE2	14
NETO1	18
ZDHHC20P4	13
LINC00550	13
NDFIP2-AS1	13
NDUFV3	21
PCDH9-AS2	13
ELF1	13
GABPA	21
APCDD1L-DT	20
LINC00907	18
HMGB3P1	20
LINC01729	20
B4GALT5	20
CLIC6	21
AWAT2	X
HIGD1AP16	20
RPL17P1	20
PIGP	21
BPIFB1	20
PSMD10	X
UCHL1-DT	4
LINC02497	4
CNDP2	18
LINC02513	4
MTCYBP43	4
TNIP2	4
COILP1	14
ZFP64	20
TRAJ50	14
SCEL	13
KCNE2	21
KRTAP23-1	21
TUSC2P2	X
RPL18P1	14
FKBP1BP1	14
NRK	X
TPTE	21
LINC02383	4
SRSF5	14
PPARGC1A	4
LRCH2	X
RPL18AP14	X
TUBAP6	X
FUNDC1	X
PINCR	X
CCNB3	X
UCKL1	20
ACTRT1P1	X
NLRP3P1	X
RAB40AL	X
POU3F4	X
EIF3JP1	X
SYNJ1	21
SNX3P1X	X
FAM236C	X
P2RY10	X
BLCAP	20
CAP2P1	14
TPT1P13	X
KRT8P17	X
KRBOX4	X
MTCO3P44	4
MGAT2	14
LINC02270	4
FUT8	14
ADRA2C	4
SPON2	4
LINC01910	18
CKAP2LP1	20
EFNB1	X
SALL4	20
RPS4X	X
LARP7P3	18
SERPINB2	18
NNAT	20
KRT18P68	X
MDH1P1	X
MTCYBP31	X
WAS	X
BMP7	20
SLIT2	4
PABPC1L2B-AS1	X
TCEAL5	X
PPP1R2C	X
PHBP10	X
DLG3	X
TTI1	20
RNU6-954P	21
LINC01477	18
NF1P3	21
PPP6R2P1	21
RPL12P40	18
FRG2MP	21
ANKRD20A18P	21
RNA5SP488	21
ERLEC1P1	21
RBM11	21
CNDP1	18
HSPA13	21
PCBP2P1	21
PSMG1	21
MTFR2P2	22
LINC01589	22
C20orf85	20
LINC01310	22
PIM3	22
SCP2D1	20
BHLHE23	20
RPSAP1	20
LINC01749	20
CDH4	20
NUP50	22
COX4I1P2	13
DOCK11P1	14
RPS19P3	14
RPL17P45	18
MIR133A1HG	18
FGFR1OP2P1	13
BRWD1	21
KATNBL1P1	13
RAB42P1	14
TSC22D1	13
ZSCAN30	18
PPP1R11P2	X
CYLC1	X
ERO1A	14
VEZTP1	X
RIPPLY1	X
MTND4P31	X
PGAM4P1	X
FDPSP5	X
DPRXP6	X
MTND6P13	X
H2AL1MP	X
EEF1A1P30	X
SLC25A43	X
LINC01916	18
TWSG1	18
CXorf38	X
GTSE1-DT	22
DENND6B	22
NPM1P22	13
ZNF236-DT	18
RPL36P18	X
NIPA2P5	13
LINC01922	18
EEF1A1P29	X
PWWP2AP1	13
DOK6	18
SFR1P1	X
RPL31P53	13
RPL18AP17	13
SH3KBP1	X
NDRG3	20
SPATA2P1	13
HSPD1P8	13
KIAA1328	18
RPL21P111	13
PELI2	14
MTCL1P1	13
FREM2	13
ATXN10	22
DPPA5P4	14
OR7E106P	14
ENSAP2	14
UBA52P3	14
CYB5AP5	14
NAA30	14
LINC00517	14
CLEC14A	14
FAM118A	22
RGS6	14
RPL21P109	13
LINC00331	13
ZADH2	18
OR7E104P	13
ANKRD29	18
TRIM60P19	13
TIMM9P2	21
CTAGE11P	13
BRWD1-IT1	21
CHADL	22
METTL21AP1	21
BRWD1-AS2	21
BRWD1-AS1	21
HMGN1	21
PRR20B	13
PTMAP6	20
LINC01716	20
LINC01441	20
LINC01538	18
RPS21	20
SMC1B	22
HNRNPA1P18	13
SERPINB8	18
KCNIP4	4
OBI1-AS1	13
NKILA	20
MTCO2P1	20
ITCH-IT1	20
C20orf181	20
RPS2P1	20
DNAJC5	20
TCEAL7	X
HMGN1P35	X
ARL5AP5	X
TMEM230P1	X
TMEM184CP1	X
SNRPFP1	20
BEX1	X
LINC01718	20
CARD10	22
TFAP2C	20
RPL7AP72	X
NLRP7P1	X
NANOGP9	X
IMPDH1P4	X
RHOXF1P1	X
SLC25A5	X
DCAF8L1	X
TBC1D4	13
RPL22P22	X
BPIFA2	20
H3P44	X
RPL31P63	X
SPIN4	X
LINC01894	18
RRM2P3	X
PCNAP3	X
RPL7P55	X
MTCO1P53	X
PRPF4BP1	X
DCAF12L2	X
CCBE1	18
TMEM30BP1	X
COX6CP12	X
NCKAP1P1	X
PGRMC1	X
LINC02498	4
PABPC1P1	4
KLHL13	X
LINC01747	20
MTCO3P27	4
LINC01541	18
RPS3AP17	4
SS18L1	20
CHRNA9	4
ENTR1P1	18
FRG2LP	18
RPS10P27	18
BMP7-AS1	20
LINC00266-1	20
SLC25A51P2	18
NFE2L3P1	18
HOPX	4
RN7SKP72	18
RNU6-349P	18
RN7SL282P	18
MIR3976	18
RN7SL50P	18
RNU5F-3P	18
MIR4317	18
RN7SL39P	18
MIR6718	18
NOP56	20
RNU6-831P	18
RNU6-916P	18
RNU2-27P	18
RNF6P1	21
RNU6-903P	18
MIR7153	18
RNA5SP451	18
RNU6ATAC20P	18
GET1	21
RNU6-1032P	18
RNU6-1038P	18
RN7SL233P	18
MIR133A1	18
MIR1-2	18
RN7SL745P	18
MIR4741	18
TCEAL8	X
RNU6-702P	18
RNU6-721P	18
LINC02885	22
RN7SL97P	18
RNU6-1289P	18
MIR302F	18
CERK	22
MIR8057	18
RNU6-408P	18
	9
RNU5A-6P	18
CARM1P1	9
RNA5SP452	18
RNU6-435P	18
MIR320C2	18
RNU6-316P	18
RNU6-1050P	18
MIR3975	18
MIR3929	18
MIR4318	18
MIR924	18
MIR5583-2	18
MIR5583-1	18
OTUD6A	X
RNU6-1242P	18
RN7SKP182	18
RNA5SP454	18
SPANXN2	X
RNA5SP455	18
RN7SKP26	18
MIR187	18
RNU6-1278P	18
MIR4743	18
UBE2V1P16	X
MIR4527	18
RNU6-706P	18
RNY4P37	18
RNU6-708P	18
RNA5SP458	18
LINC01230	9
MIR4528	18
RN7SL310P	18
THOC2	X
RNU6-737P	18
H3P29	9
RNA5SP457	18
MIR4320	18
AK3	9
SCARNA17	18
RNU6-116P	18
RN7SL342P	18
RNA5SP456	18
RNU4-17P	18
RNU6-567P	18
VDAC1P12	13
MIR5011	18
RNU6-142P	18
RNU6-1037P	18
SEL1L3	4
RN7SL705P	18
RN7SL795P	18
RNA5SP460	18
RPL21P108	13
MIR548AV	18
RN7SL401P	18
RPS3AP52	13
RNU6-39P	18
CTAGE16P	13
RNU6-655P	18
RAC1P8	13
RNA5SP461	18
RNU6-346P	18
UBBP5	13
LINC01895	18
LINC00333	13
PPP6R2	22
PRR20D	13
GET1-SH3BGR	21
MIR6508	21
MYL6P2	21
RPS26P4	21
RPL31P59	18
JCADP1	21
B3GALT5-AS1	21
IGLJCOR18	18
RPL21P127	18
SPRY2	13
BOD1P1	18
RCL1	9
GAPLINC	18
PCP4	21
PRR20E	13
PIAS2	18
PTPN2P2	13
DSCAM	21
UFM1	13
FGFRL1	4
	10
SPIN3	X
RPS4XP3	20
LINC00029	20
RLN1	9
DIP2C	10
NFATC2	20
PLGRKT	9
MIR4760	21
DSCAM-AS1	21
RPL23AP57	9
DSCAM-IT1	21
PDSS1P1	9
ZNF518B	4
MTND1P11	9
PPIAP33	9
MTCO2P11	9
YRDCP3	21
GTF3AP1	9
HNRNPA1P41	9
LINC00323	21
CDC37L1	9
HDHD2	18
MIR3197	21
BACE2	21
CTBP1-DT	4
ZNF732	4
PPP1R2P10	13
PRELID3BP11	9
LINC00376	13
MTND4P9	4
LINC02339	13
ELOCP33	4
MTCO3P11	9
OR7E33P	13
ZNF721	4
LINC00701	10
TTC39B	9
LINC00700	10
LINC00355	13
MTND4P1	13
MTCO2P3	13
AKR1C3	10
NKX3-2	4
DACH1	13
MORF4L2P1	4
COMMD8	4
HNRNPA1P28	X
PLAC4	21
LINC01402	X
PNPLA10P	X
BACE2-IT1	21
MAP2K4P1	X
PCSEAT	21
SPRYD7P1	X
IER3IP1	18
LINC00111	21
MEMO1P4	X
LINC00479	21
GEMIN8P3	X
ITM2A	X
FAM114A1	4
LINC00112	21
RNU6-1131P	18
SKOR2	18
RIPK4	21
CAPZA1P1	X
RPS7P13	X
SLC25A5-AS1	X
CBLL1P1	X
PTPN21	14
TEX13C	X
LINC00705	10
H2AL3	X
TGIF1	18
LUZP4	X
LINC02171	4
MIR6814	21
SPANXB1	X
STX18-AS1	4
ABCG1	21
ARL4AP3	10
TUBAL3	10
SMIM10	X
KCTD9P2	X
HSPA8P1	X
PRR14L	22
RPS26P57	X
RPL26P36	X
MED28P4	X
TRAPPC2LP1	X
RPS29P33	9
RHOXF1P2	X
CSNK1G2P1	9
JKAMPP1	9
PABPC1P11	9
BEX3	X
KLF4P1	9
ADARB2	10
CDKN2B	9
SYCP2	20
OR7E85P	4
LINC02505	4
INSL6	9
RTL6	22
MAGEC2	X
PRR34-AS1	22
BNIP3P41	4
HMGN2P31	9
SLAIN2	4
KIAA2026	9
VKORC1P1	X
LINC00707	10
SUMO2P21	X
DUTP4	X
SLITRK4	X
FAM83F	22
GTF2IP3	13
NAP1L2	X
SYNDIG1L	14
OR7E111P	13
FERP1	X
PHF5FP	X
HTATSF1	X
AKR1E2	10
LINC00561	13
PPIAP23	13
LINC02333	13
LRRC37A14P	22
DDHD1	14
RPS27AP14	9
ZNF141	4
MTCO1P11	9
SUMO2P2	9
PVALB	22
SLC1A1	9
KLF5	13
SERPINA7	X
BOD1L1	4
TAF4B	18
OR11Q1P	X
BTG3P1	X
CYCSP44	X
ALG12	22
H2BP8	X
TFDP3	X
SNURFL	X
RPL7P53	X
MTND4LP1	X
OR5BH1P	X
CHCHD2P1	X
MTATP6P11	9
YAP1P2	X
IGBP1	X
IGHEP2	9
PLPP6	9
RNA5SP492	21
MTND6P5	9
TFF2	21
MTND4P14	9
PDCD1LG2	9
RAB40A	X
PSPC1	13
TFF1	21
SPANXN3	X
H2AQ1P	X
CNTLN	9
TMPRSS3	21
FIRRE	X
LINC00708	10
FAM86EP	4
SYNGR1	22
RBM26-AS1	13
LINC02670	10
AWAT1	X
LINC00709	10
LINC00702	10
PMAIP1	18
FGF13-AS1	X
RPL31P54	13
ZNF519	18
CT47A12	X
AKAP8P1	9
KRT18P44	X
FTH1P12	9
LINC01281	X
LINC02639	10
CBY2	13
CUX2P1	10
RNF152P1	9
PRPF38AP1	10
IFNWP9	9
KCTD10P1	9
LINC00850	X
TMEM215	9
FBLIM1P1	X
RHOXF2	X
RANBP6	9
ECHDC3	10
APBB2	4
HAX1P1	X
GPR33	14
CNOT7P1	X
SEZ6L	22
OR7L1P	X
SELENOTP1	9
TUBB4AP1	X
IFNA16	9
ORC1P1	X
RPL7P33	9
MTCO1P2	14
IFNA2	9
SKP2P1	X
TMX1	14
ETS2P1	X
LAMA5	20
KLHL9	9
DSG4	18
WDR44	X
LINC00408	13
DMRTA1	9
LINC02656	10
HAUS6	9
CDC123	10
RPSAP3	14
PRPF39	14
UBE2D3P4	13
WASF3-AS1	13
LINC00377	13
UBASH3A	21
ZNF965P	13
TGDS	13
DSG3	18
SNRPEP2	9
PWWP3B	X
SMU1	9
STK24P1	X
RAB41	X
RBISP1	10
LINC02648	10
DSG2-AS1	18
AKR1C5P	10
BTBD7P1	10
UCN3	10
RN7SKP44	18
SEPHS1	10
TTR	18
LINC00520	14
LINC01282	X
SRD5A1P1	X
CTDSPL2P2	X
MTCO3P30	9
ARHGEF6	X
CD274	9
RPS10P21	13
BCAS2P3	13
LINC02297	14
CDH2	18
RABEPKP1	13
MTCYBP27	14
LSM14B	20
EEF1A1P2	14
FLT1	13
LINC02303	14
CIPC	14
OPTN	10
CCDC121P1	X
PLS3-AS1	X
LINC01242	9
CDKN2A-DT	9
RPL3P11	9
MTAP	9
ALG13	X
PPIAP17	20
PHACTR3	20
LINC02324	14
POLR3GP1	14
RNU6-1149P	21
YWHAQP1	14
RSPH1	21
BTBD7	14
SLC37A1	21
RRAGAP1-AS1	14
RPL13AP2	14
IFNA6	9
ERVFRD-3	9
RTRAF	14
ECM1P1	9
LINC01671	21
CLIC4P1	9
CLCN3P1	9
PDE9A	21
LAGE3P1	9
LINGO2	9
KLF6	10
MIR4744	18
FAM71BP1	9
SAMM50P1	9
PRR13P4	18
ZFAND6P1	9
RPL17-C18orf32	18
RPL35AP20	9
ACTG1P14	9
PSIP1	9
OPRL1	20
IFT27	22
AKR1C6P	10
OCIAD2	4
IL2RA	10
LINC02291	14
MIS18BP1	14
MIR1539	18
SNORD58C	18
SNORD58A	18
SNORD58B	18
SRP72P1	18
LINC02837	18
LIPG	18
RGS19	20
RPL32P23	10
ATP5F1C	10
SNTA1	20
MTCO3P42	4
YWHAZP1	14
FOXN3-AS1	14
RBM47	4
PDGFB	22
PCMTD2	20
AKAP6	14
DYM	18
FRG2EP	20
CICP4	20
TCEA2	20
APTX	9
MPPED1	22
CHCHD3P1	10
HSP90AB7P	10
LINC00703	10
CD40LG	X
SEC61A2	10
SRSF10P1	18
RNU1-46P	18
MEX3C	18
PSAPL1	4
RAC1P4	X
MAGEA8-AS1	X
LINC01929	18
CCDC117	22
BRS3	X
RNA5SP459	18
RELL1	4
ASB12	X
RBBP8P1	X
CT47A11	X
LINC02305	14
UFM1P1	X
SSTR1	14
FGF13	X
MTND3P24	4
RPS29P11	4
SLC25A29	14
TEC	4
TCF4	18
PARVG	22
PCDH9-AS3	13
PA2G4P1	X
AMER1	X
SPANXN4	X
UBAC2	13
CKS1BP1	14
ZIC3	X
MTND4P33	14
RPL32P35	X
TPM2P1	X
RPL3P12	X
RPL12P50	X
WDR19	4
MRPS17P9	X
SPANXC	X
LINC02645	10
CEP128	14
IL1RAPL2	X
GATA5	20
LINP1	10
RPL7L1P11	X
AKR1C1	10
SPANXN1	X
ZNF512B	20
PNMA6B	X
MAGEC3	X
LBP	20
RPL35AP36	22
PRR34	22
TMEM185AP1	X
RFC3	13
SAGE2P	X
TRMT1P1	X
TMEM184B	22
MTND4P24	X
SAGE4P	X
RAP2C-AS1	X
MGAT2P1	X
OR11N1P	X
UBE2NL	X
FAM217B	20
HSFX1	X
CMC4	X
AFF2-IT1	X
LINC02662	10
RBL1	20
M6PRP1	X
RHOXF1	X
HSPA8P7	X
PGBD4P6	X
RPL36AP36	10
OR2AF1P	X
SPANXA1	X
MEIG1	10
RPL3P3	14
ZFYVE9P1	X
MAGEA8	X
RBM25	14
LINC02676	10
ELOCP3	10
RTL4	X
ASS1P5	X
BIK	22
IDS	X
LINC02494	4
HS3ST1	4
ITIH2	10
ZNF718	4
TNRC6B-DT	22
TTLL1	22
TLR6	4
ANKRD26P2	13
LINC02278	4
DCT	13
LINC02364	4
AGGF1P10	20
RAB22A	20
HMGN1P11	4
KRT18P25	4
UCHL1	4
PWWP4	X
GPR50-AS1	X
UCKL1-AS1	20
SF3A3P1	20
CT47A7	X
EDN3	20
HNRNPH1P2	X
LDOC1	X
MTCP1	X
CCDC171	9
MTND1P33	X
RIBC2	22
GABRA3	X
LINC02663	10
MANCR	10
POU4F1	13
TM9SF2	13
PFKFB3	10
RBMX2P2	X
GGA1	22
MAGEA11	X
RPL7P3	20
PIEZO1P1	20
SAGE3P	X
GPR50	X
RPRD1B	20
FAM226B	X
B4GALT1-AS1	9
MAGEA13P	X
TENM1	X
UHRF2	9
MYT1	20
OR7K1P	14
LINC02691	14
LINC02314	14
UNC79	14
SLAIN1	13
PASD1	X
LINC02484	4
TAPT1-AS1	4
HMGB3P23	9
RPS3AP54	9
ZAR1	4
IGSF1	X
ZNF337-AS1	20
H3P30	9
KHSRPP1	9
SH3GL2	9
ADRM1	20
DCUN1D4	4
ATP5PDP3	9
IFNA13	9
NOP56P2	9
IFNA7	9
OR2S1P	9
RPS26P2	9
CHCHD4P3	9
LURAP1L	9
LINC01627	9
LINC01400	9
IFNA17	9
UBA52P6	9
HMGN2P16	9
LINC02851	9
IFNWP5	9
CTAGE12P	9
IFNWP2	9
IFNA11P	9
PHF20	20
ME2P1	9
IFNWP19	9
RNF2P1	9
BOLA3P4	9
ASS1P12	9
SLC4A1APP1	9
KCTD9P3	9
RBPJP6	9
ARMH4	14
RNF38	9
CCDC88C-DT	14
EXOC5	14
MTND1P37	10
SDCBPP1	10
PHYH	10
PSMD10P3	13
MCRIP2P1	X
MTCYBP38	X
LINC02554	22
SPATA13	13
MAGEA7P	X
PNMA6F	X
HMGB3P31	X
LGALS1	22
EOLA2	X
COX7BP2	20
NFX1	9
RBM17	10
LLPHP1	20
MRPS11P1	20
GGT7	20
ACTBP15	22
CTBP1-AS	4
PKDREJ	22
LINC02283	4
LINC02556	22
ZNF519P4	4
COX8C	14
ANKRD54	22
FUNDC2	X
YY1	14
LINC02271	4
PCGF3	4
SNRPGP5	10
NUDT5	10
NDUFB3P5	X
LINC00893	X
DNAJC19P9	14
SAMD10	20
RPS15AP3	14
DIO2-AS1	14
RPL36AP52	X
NRDE2	14
PDE9A-AS1	21
LINC00322	21
EOLA1	X
ERP29P1	20
SIK1	21
MIR1292	20
SNORD110	20
SNORA51	20
SNORD86	20
SNORD56	20
SNORD57	20
RNU1-55P	20
RN7SL498P	20
MIR8062	20
RNU6-278P	20
RN7SL864P	20
RNU6-228P	20
RNU6-1159P	20
RNU6-115P	20
RNA5SP475	20
CNTNAP3P5	9
RN7SKP69	20
RNU6-27P	20
RN7SL547P	20
RN7SL638P	20
LINC00319	21
RNU6ATAC34P	20
RNA5SP476	20
LINC01189	9
RN7SL607P	20
RNU1-131P	20
RNA5SP474	20
SNX18P4	9
RN7SKP111	20
RNU6-1257P	20
LINC00313	21
FTLP4	9
RN7SL561P	20
RNU105B	20
RN7SL690P	20
RN7SKP140	20
CCDC3	10
RNU6ATAC17P	20
RNA5SP478	20
RNU1-23P	20
HSF2BP	21
RNA5SP528	20
MIR3192	20
RNA5SP480	20
FUNDC2P4	22
RN7SL594P	20
MIR6870	20
MIR4755	20
RNU4-40P	20
TSPO	22
RNU6-937P	20
FAM238B	10
RNU6-639P	20
RNA5SP532	20
RN7SL116P	20
MIR644A	20
RN7SL237P	20
RN7SL680P	20
MIR663A	20
CCDC85C	14
MIR3616	20
HMGN1P20	10
RNU7-144P	20
RNU6-919P	20
RNU6-347P	20
UCMA	10
RNU7-6P	20
UNC93B7	4
SMARCA2	9
SNORA71A	20
LINC02616	4
SNORA71C	20
SNORA71D	20
RPL31P1	21
RNU6-147P	20
H2BS1	21
RNU6-497P	20
RNA5SP487	20
RNU6-1146P	20
MIR6070	21
MIR3194	20
MTND4LP22	4
RNU6-929P	20
RNU7-14P	20
RNU4ATAC7P	20
MIR4325	20
KIN	10
RN7SKP184	20
GATD3A	21
RN7SL197P	20
RNU7-141P	20
RN7SKP185	20
MIR646	20
MIR4533	20
MIR548AG2	20
RN7SKP100	20
MIR1-1	20
MIR133A2	20
RN7SKP33	20
RAC1P2	4
MIR647	20
RN7SL170P	20
RPL35P8	22
MIR1914	20
MAGEA1	X
MIR6813	20
GABRB1	4
IGLV2-33	22
MIR4758	20
RNU6-563P	20
RNU1-134P	20
MIR941-4	20
MIR941-5	20
MIR941-1	20
SPANXD	X
MIR941-2	20
MIR941-3	20
RBPJL	20
MTND2P39	X
RRM2P4	X
RNF128	X
OTX2-AS1	14
INPP5J	22
PTTG2	4
OR7E35P	4
KRT8P37	10
KRT8P8	X
CORIN	4
MOK	14
KRT8P6	X
ELL2P4	X
ANKRD16	10
VGLL1	X
ANKRD11P2	X
PNMA6E	X
IDSP1	X
MAGEC1	X
SDC4	20
LHFPL1	X
F8	X
SYS1	20
UPF2	10
ICOSLG	21
SYS1-DBNDD2	20
NAB1P1	X
HNRNPCP10	X
TP53TG5	20
HDGFP1	X
DNMT3L	21
PRR32	X
TCERG1P1	X
CXorf51B	X
NDUFB4P10	20
MIR6812	20
AFF2	X
LINC01711	20
STX16	20
IL15RA	10
DNMT3L-AS1	21
AIRE	21
OGFOD1P1	13
LINC00392	13
NHLRC3	13
PFKL	21
BEX4	X
PDS5A	4
LINC02338	13
HMGN5	X
LINC00557	13
OLFM4	13
ARF4P3	13
LIN28AP2	13
STARP1	13
CCT5P2	13
PSPC1P2	13
PRR20A	13
LINC01078	13
IPO5	13
TTLL1-AS1	22
SCUBE1-AS2	22
HMGB3P30	X
IGLV2-14	22
MAP7D3	X
LINC00207	22
TCL1B	14
CSNK1E	22
TECPR2	14
RPA4	X
DCAF12L1	X
SETP8	X
CBX1P1	X
OR1AA1P	X
GLUD2	X
MOSPD1	X
CFAP410	21
MTCYBP16	4
TJAP1P1	X
EEF1GP5	X
SPANXA2-OT1	X
CLOCK	4
ALG13-AS1	X
TBC1D8B	X
SUV39H2	10
LINC02318	14
TRPM2-AS	21
LRRC3-DT	21
STX16-NPEPL1	20
LRRC3	21
MTCYBP21	21
MTND6P21	21
MTND5P1	21
TSPEAR	21
NPEPL1	20
SETP2	14
PSMC1	14
RUVBL2P1	X
NDUFB5P2	X
MORC4	X
RPL5P25	10
LINC01516	10
ACBD7	10
TSPEAR-AS1	21
MTND2P16	10
NUP35P1	10
LIPT1P1	13
SNRPFP3	13
TSPEAR-AS2	21
RPP38	10
KRTAP10-1	21
KRTAP10-2	21
KRTAP10-3	21
KRTAP10-5	21
KRTAP10-6	21
DIAPH3	13
KRTAP10-7	21
KRTAP10-8	21
EP300	22
KRTAP10-10	21
CSGALNACT2P2	X
ITIH5	10
KRTAP10-11	21
PTGER2	14
KRTAP12-4	21
KRTAP12-3	21
KRTAP12-2	21
VBP1	X
IMMTP1	21
KRTAP12-1	21
KRTAP12-6P	21
KRTAP10-12	21
PIEZO1P2	20
KRTAP10-13P	21
UBE2G2	21
MIR296	20
MIR298	20
LINC02243	X
IL13RA2	X
NELFCD	20
RPL36AL	14
FRMD6-AS1	14
CDC42BPB	14
ACOX3	4
AKR1C8P	10
ITGB2	21
PHKA1	X
FRMD4A	10
LINC01521	22
DNAJB7	22
IGLV3-13	22
JTBP1	22
L3MBTL2-AS1	22
RBX1	22
IGLV2-23	22
IGLJ6	22
YES1P1	22
KDELR3	22
PLA2G3	22
MRC1	10
SLC25A47	14
GRAP2	22
LINC02316	14
MTND5P35	14
ZDHHC15	X
TUBB1	20
CCNL2P1	4
CHORDC2P	14
LINC02501	4
IL1RAPL1	X
RPL22P13	4
ATP5F1E	20
BCL11B	14
CKS1BP2	10
PATZ1	22
ST8SIA6-AS1	10
CENPC	4
TNPO3P1	X
TUBB4BP3	X
RPS26P11	X
ZBTB33	X
SELENOOLP	10
RLIMP1	13
ARL5B	10
CHCHD2P8	13
PRELID3B	20
SRSF1P1	13
LINC01052	13
RPS26P47	13
AKAP17BP	X
BRD7P5	13
LINC00410	13
RTL5	X
PCDH17	13
OR7E110P	10
CUBN	10
RPL12P43	X
H3P43	X
CD84P1	X
MATR3P1	X
SSU72P1	X
LINC01075	13
SP3P	13
RPL21P110	13
ADGRG4	X
EDNRB	13
MRPS16P2	20
GDF5-AS1	20
IGLC6	22
GDF5	20
LINC00899	22
EFCAB6-AS1	22
RPL23AP10	14
ATG2B	14
MIR1289-1	20
SHISAL1	22
CEP250	20
SCUBE1-AS1	22
IGLJ5	22
LINC01656	22
PKMP2	X
PTTG1IP	21
XPNPEP3	22
DPRXP7	X
HMGN2P48	X
RPL21P134	X
PIGFP3	X
NAP1L4P2	X
RAB39B	X
INTS6L-AS1	X
RPL36AP53	X
SLIRPP1	X
SNX18P23	4
NAP1L3	X
RPL19P21	X
LINC00440	13
SLX9	21
HMGB3	X
RPS12P24	13
LINC01050	13
LINC02353	4
USP12	13
MTCO3P28	4
IGLC5	22
TMEM33	4
IGHVIII-16-1	14
FRMD6-AS2	14
ZNRF3	22
HIGD1AP2	13
IGHV3-23	14
GPR158-AS1	10
PABPC5-AS1	X
LINC00163	21
LMO7	13
IL13RA1	X
RPS6KA5	14
TRDMT1	10
LINC00165	21
PICSAR	21
SSR4P1	21
LINC00334	21
POFUT2	21
PACSIN2	22
TECRL	4
SLC6A14P2	X
SLC6A14P1	X
ACTBP1	X
HTR2C	X
C20orf173	20
OR5AW1P	X
IGHVIII-22-2	14
RADX	X
ANKRD9	14
LINC02483	4
SNX18P24	4
